Month,Day,Hour,Minute,FT-3061-2,TT-3061-1,TT-3061-2,PT-3061-2,FT-3061-4,TT-3061-5,TT-3061-3,TT-3061-4,TT-3061-6,PT-3061-3 (old),LT-3061-2,FT-3061-3,FT-3062-1,cluster,color
10,22,4,46,70.8,54.0,39.9,-0.963,41.0,44.1,96.4,126.0,113.9,-0.783,77.6,115.9,46.5,8,C2
10,22,5,26,89.2,54.0,41.6,-0.959,45.9,56.0,95.3,122.7,111.5,-0.801,67.1,95.5,37.2,8,C2
10,22,5,27,89.7,54.0,41.6,-0.958,41.4,52.5,95.2,123.0,111.6,-0.801,68.9,110.3,38.7,8,C2
10,22,5,28,91.3,54.0,41.7,-0.958,38.7,50.6,95.0,124.4,111.7,-0.799,69.9,124.7,36.8,8,C2
10,22,5,29,90.5,54.0,41.7,-0.957,40.7,49.3,94.8,124.8,111.6,-0.794,71.6,126.4,38.3,8,C2
10,22,5,30,90.1,53.9,41.8,-0.958,38.9,48.5,94.7,124.1,111.7,-0.793,72.7,115.4,33.0,8,C2
10,22,5,31,89.1,53.9,41.9,-0.958,41.1,47.8,94.7,122.9,111.6,-0.794,74.3,99.4,38.5,8,C2
10,22,5,32,77.9,53.8,41.6,-0.958,38.6,46.9,94.7,122.2,111.4,-0.795,75.8,97.6,36.5,8,C2
10,22,5,34,76.4,53.9,40.9,-0.961,39.5,45.5,94.5,122.0,111.3,-0.802,77.3,111.2,38.8,8,C2
10,22,5,36,75.5,53.9,40.4,-0.962,38.9,44.5,94.3,121.9,111.1,-0.806,77.4,125.5,40.5,8,C2
10,22,5,37,76.2,53.9,40.3,-0.963,39.8,44.2,94.1,121.8,111.2,-0.802,77.7,115.8,39.4,8,C2
10,22,23,8,74.4,50.0,40.6,-0.961,50.2,52.0,86.3,116.5,108.7,-0.836,47.6,102.2,39.4,8,C2
10,22,23,9,76.2,50.0,40.7,-0.96,50.7,52.2,86.3,116.6,108.7,-0.836,47.2,124.2,34.7,8,C2
10,22,23,10,75.3,50.0,40.9,-0.96,50.6,51.9,86.3,116.5,108.8,-0.838,47.8,129.7,36.0,8,C2
10,22,23,11,76.8,50.0,41.0,-0.96,50.5,51.2,86.3,116.7,108.9,-0.832,47.7,130.0,37.2,8,C2
10,22,23,12,75.5,50.0,41.2,-0.959,44.4,50.3,86.3,116.8,109.2,-0.836,48.9,133.8,34.5,8,C2
10,22,23,13,76.7,50.0,41.3,-0.958,42.8,49.7,86.4,116.8,109.2,-0.832,50.6,129.0,34.2,8,C2
10,22,23,14,75.3,50.0,41.4,-0.957,44.2,49.2,86.6,116.9,109.0,-0.834,50.9,116.3,40.7,8,C2
10,22,23,15,76.8,50.0,41.5,-0.957,41.8,48.9,86.6,117.0,109.4,-0.831,51.0,106.0,38.6,8,C2
10,22,23,16,75.0,50.0,41.6,-0.957,42.0,48.6,86.6,117.0,109.6,-0.832,52.5,97.3,37.2,8,C2
10,22,23,17,76.8,50.0,41.4,-0.959,41.9,47.9,86.6,117.1,109.7,-0.832,53.9,87.9,32.5,8,C2
10,22,23,18,75.1,50.0,41.0,-0.961,41.5,47.5,86.8,117.1,109.7,-0.833,53.8,94.9,35.0,8,C2
10,22,23,19,76.3,50.1,40.7,-0.961,41.3,46.9,86.9,116.9,109.8,-0.837,53.2,110.2,36.9,8,C2
10,22,23,20,76.3,50.0,40.4,-0.962,42.0,46.4,87.0,116.9,109.9,-0.836,52.6,116.8,31.4,8,C2
10,22,23,21,75.3,50.0,40.2,-0.963,42.3,45.9,87.0,116.9,109.8,-0.835,51.8,122.7,33.3,8,C2
10,22,23,22,76.5,50.0,40.0,-0.963,40.6,45.4,87.0,117.0,109.7,-0.838,51.8,124.9,38.0,8,C2
10,22,23,23,75.9,50.0,40.1,-0.962,44.5,45.2,86.9,117.0,109.8,-0.835,51.7,133.5,35.8,8,C2
10,22,23,24,75.7,50.1,40.3,-0.962,42.5,44.9,86.9,117.2,109.9,-0.83,51.5,129.8,33.0,8,C2
10,22,23,25,76.8,50.0,40.5,-0.96,43.6,44.7,86.9,117.3,109.9,-0.829,52.6,107.1,32.8,8,C2
10,22,23,26,76.9,50.1,40.7,-0.959,39.9,44.5,86.8,117.4,110.0,-0.829,53.8,108.5,38.8,8,C2
10,22,23,27,76.3,50.1,41.0,-0.958,42.5,44.2,86.8,117.5,110.1,-0.832,56.3,96.6,37.5,8,C2
10,22,23,28,74.9,50.0,41.1,-0.957,42.6,44.5,86.7,117.6,110.4,-0.833,57.0,83.3,34.2,8,C2
10,22,23,29,75.8,50.0,41.2,-0.958,41.1,44.0,86.8,117.6,110.3,-0.829,59.2,94.8,39.0,8,C2
